"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sun Jul 23 04:59:45 GMT 2023","Sun Jul 23 04:59:45 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testRenameFreestyleProjectToIncorrectViaSideMenu","testRenameFreestyleProjectToIncorrectViaSideMenu","Verify if error message arrears and contains expected text when attempting to rename an existing project with invalid data"
"passed","Sun Jul 23 05:02:14 GMT 2023","Sun Jul 23 05:02:16 GMT 2023","2217","Surefire suite","Surefire test","tests.OrganizationFolderTest","tests.OrganizationFolderTest","testDeleteOrganizationFolderDependsMethods","testDeleteOrganizationFolderDependsMethods","Verify that the 'Organization Folder' can be deleted with the 'Delete' on the side menu"
"skipped","Sun Jul 23 04:59:45 GMT 2023","Sun Jul 23 04:59:45 GMT 2023","1","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testRenameFreestyleProjectToIncorrectViaSideMenu","testRenameFreestyleProjectToIncorrectViaSideMenu","Verify if error message arrears and contains expected text when attempting to rename an existing project with invalid data"
"passed","Sun Jul 23 04:58:07 GMT 2023","Sun Jul 23 04:58:08 GMT 2023","807","Surefire suite","Surefire test","tests.UserProfileTest","tests.UserProfileTest","testUserProfileEditDescription","testUserProfileEditDescription","Verify if description text has been changed on the Status User Page"
"passed","Sun Jul 23 05:06:26 GMT 2023","Sun Jul 23 05:06:28 GMT 2023","1691","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testDeleteFolderUsingDropDown","testDeleteFolderUsingDropDown","Confirm that the folder was successfully deleted by using the dropdown menu"
"passed","Sun Jul 23 05:02:07 GMT 2023","Sun Jul 23 05:02:09 GMT 2023","2507","Surefire suite","Surefire test","tests.OrganizationFolderTest","tests.OrganizationFolderTest","testConfigureOrganizationFolderWithDescription","testConfigureOrganizationFolderWithDescription","The 'Description' can be added to the Organization Folder"
"skipped","Sun Jul 23 04:58:05 GMT 2023","Sun Jul 23 04:58:05 GMT 2023","2","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testDeleteListView","testDeleteListView",""
"passed","Sun Jul 23 05:03:17 GMT 2023","Sun Jul 23 05:03:18 GMT 2023","549","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testDeleteNodeByDropDownOnDashboard","testDeleteNodeByDropDownOnDashboard","Delete Node By DropDown On Dashboard"
"skipped","Sun Jul 23 04:58:05 GMT 2023","Sun Jul 23 04:58:05 GMT 2023","1","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testEditGlobalViewPageViewNameLabelContainsDescription","testEditGlobalViewPageViewNameLabelContainsDescription","Verify if the 'View name' section text of the 'Global View' view is equals to the expected text"
"passed","Sun Jul 23 05:08:55 GMT 2023","Sun Jul 23 05:08:56 GMT 2023","498","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewItemWithSpecialCharacterName","testCreateNewItemWithSpecialCharacterName","Verify that creating NewItem with special characters is not possible"
"passed","Sun Jul 23 05:01:16 GMT 2023","Sun Jul 23 05:01:19 GMT 2023","2351","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamePipelineUsingSpecialCharacter","testRenamePipelineUsingSpecialCharacter","Verify 'Error' page is displayed and '‘<spChar>’ is an unsafe character' error message is displayed if rename pipeline using special character"
"skipped","Sun Jul 23 04:58:05 GMT 2023","Sun Jul 23 04:58:05 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testGlobalViewAddBothFilters","testGlobalViewAddBothFilters",""
"passed","Sun Jul 23 05:03:06 GMT 2023","Sun Jul 23 05:03:07 GMT 2023","1495","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCheckIconSize","testCheckIconSize","The 'Jenkins Credentials Provider' icon is reduced in size when the 'S' button is pressed"
"skipped","Sun Jul 23 04:58:05 GMT 2023","Sun Jul 23 04:58:05 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testDeleteView","testDeleteView",""
"passed","Sun Jul 23 05:03:19 GMT 2023","Sun Jul 23 05:03:21 GMT 2023","2221","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUser","testCreateUser","Create user going from 'Manage Users' page with valid data and verify that new user is created and is displayed on the 'Manage users' page"
"skipped","Sun Jul 23 04:59:45 GMT 2023","Sun Jul 23 04:59:45 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testRenameFreestyleProjectToIncorrectViaSideMenu","testRenameFreestyleProjectToIncorrectViaSideMenu","Verify if error message arrears and contains expected text when attempting to rename an existing project with invalid data"
"passed","Sun Jul 23 05:03:32 GMT 2023","Sun Jul 23 05:03:36 GMT 2023","3573","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithExistName","testCreateUserWithExistName","Try to create user with exist name and verify that error message 'User name is already taken' appeared"
"passed","Sun Jul 23 05:03:53 GMT 2023","Sun Jul 23 05:03:55 GMT 2023","1836","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithIncorrectCharactersInName","testCreateUserWithIncorrectCharactersInName","Try to create user with invalid characters in name and verify that error message 'User name must only contain alphanumeric characters, underscore and dash' appeared"
"skipped","Sun Jul 23 04:58:05 GMT 2023","Sun Jul 23 04:58:05 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testIllegalCharacterRenameView","testIllegalCharacterRenameView","Verify that Error message appears when is trying to rename a List view with the name that contains invalid special characters"
"passed","Sun Jul 23 04:57:27 GMT 2023","Sun Jul 23 04:57:40 GMT 2023","13398","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testAddAllItemsToListView","testAddAllItemsToListView",""
"passed","Sun Jul 23 05:08:36 GMT 2023","Sun Jul 23 05:08:37 GMT 2023","780","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateMultibranchPipelineInvalidName","testCreateMultibranchPipelineInvalidName","Check if multibranch pipeline can be created with unsafe characters in name"
"passed","Sun Jul 23 05:03:56 GMT 2023","Sun Jul 23 05:03:57 GMT 2023","1909","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithIncorrectCharactersInName","testCreateUserWithIncorrectCharactersInName","Try to create user with invalid characters in name and verify that error message 'User name must only contain alphanumeric characters, underscore and dash' appeared"
"passed","Sun Jul 23 05:09:43 GMT 2023","Sun Jul 23 05:09:44 GMT 2023","1186","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreatedPipelineDisplayedOnMyViews","testCreatedPipelineDisplayedOnMyViews","Check if pipeline job is displayed on MyViewsPage"
"skipped","Sun Jul 23 04:58:05 GMT 2023","Sun Jul 23 04:58:05 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testUnsavedChangesJavascriptAlert","testUnsavedChangesJavascriptAlert",""
"passed","Sun Jul 23 05:08:54 GMT 2023","Sun Jul 23 05:08:54 GMT 2023","518","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewItemWithSpecialCharacterName","testCreateNewItemWithSpecialCharacterName","Verify that creating NewItem with special characters is not possible"
"skipped","Sun Jul 23 04:58:05 GMT 2023","Sun Jul 23 04:58:05 GMT 2023","1","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testCreateListViewWithAddSettings","testCreateListViewWithAddSettings","Verify that created List Views contains added settings "
"passed","Sun Jul 23 04:58:09 GMT 2023","Sun Jul 23 04:58:10 GMT 2023","519","Surefire suite","Surefire test","tests.UserProfileTest","tests.UserProfileTest","testUserProfileHidePreviewDescription","testUserProfileHidePreviewDescription","Verify if 'Hide preview' link disappears after clicking 'Hide preview' link "
"passed","Sun Jul 23 05:09:34 GMT 2023","Sun Jul 23 05:09:36 GMT 2023","1440","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreatePipelineAssertInsideJob","testCreatePipelineAssertInsideJob","Verify that pipeline project can be created and assert it on job page"
"passed","Sun Jul 23 05:05:48 GMT 2023","Sun Jul 23 05:05:50 GMT 2023","1147","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testCreateFolder","testCreateFolder","Verify the ability to create a new folder for organizing items"
"passed","Sun Jul 23 04:58:11 GMT 2023","Sun Jul 23 04:58:11 GMT 2023","724","Surefire suite","Surefire test","tests.UserProfileTest","tests.UserProfileTest","testUserProfilePreviewDescription","testUserProfilePreviewDescription","Verify if description text is the same as expected after clicking 'Preview' link on the Status User Page"
"passed","Sun Jul 23 05:09:14 GMT 2023","Sun Jul 23 05:09:16 GMT 2023","1533","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewPipelineWithDescription","testCreateNewPipelineWithDescription","Verify if pipeline project with description can be created"
"passed","Sun Jul 23 05:01:39 GMT 2023","Sun Jul 23 05:01:41 GMT 2023","2183","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamePipelineWithoutChangingName","testRenamePipelineWithoutChangingName","Verify 'Error' page is displayed and 'The new name is the same as the current name.' error message is displayed if Rename pipeline without changing name"
"passed","Sun Jul 23 05:05:59 GMT 2023","Sun Jul 23 05:06:02 GMT 2023","2937","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testCreateFreestyleProjectInFolderByNewItemDropDownInCrambMenu","testCreateFreestyleProjectInFolderByNewItemDropDownInCrambMenu","Confirm that the created folder includes the newly created Freestyle Project"
"skipped","Sun Jul 23 04:58:05 GMT 2023","Sun Jul 23 04:58:05 GMT 2023","1","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testEditViewDeleteDescription","testEditViewDeleteDescription",""
"passed","Sun Jul 23 05:02:40 GMT 2023","Sun Jul 23 05:02:41 GMT 2023","334","Surefire suite","Surefire test","tests.HeaderComponentTest","tests.HeaderComponentTest","testUserDropdownMenuToOpenCredentialsUserPage","testUserDropdownMenuToOpenCredentialsUserPage","Verify if 'Credentials' link in the User dropdown menu leads to the expected page named as 'Credentials'"
"passed","Sun Jul 23 05:02:21 GMT 2023","Sun Jul 23 05:02:22 GMT 2023","802","Surefire suite","Surefire test","tests.OrganizationFolderTest","tests.OrganizationFolderTest","testMoveOrgFolderToDashboard","testMoveOrgFolderToDashboard","The Organization folder can be moved from folder to dashboard"
"passed","Sun Jul 23 05:09:06 GMT 2023","Sun Jul 23 05:09:06 GMT 2023","309","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewItemWithSpecialCharacterName","testCreateNewItemWithSpecialCharacterName","Verify that creating NewItem with special characters is not possible"
"passed","Sun Jul 23 05:08:06 GMT 2023","Sun Jul 23 05:08:19 GMT 2023","13129","Surefire suite","Surefire test","tests.MultiConfigurationProjectTest","tests.MultiConfigurationProjectTest","testSetContentInThreeBuildStepsBuildStatusOnGitHubCommitSaved","testSetContentInThreeBuildStepsBuildStatusOnGitHubCommitSaved","Verify that can  set content in three build steps and successfully saved"
"skipped","Sun Jul 23 04:58:05 GMT 2023","Sun Jul 23 04:58:05 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testIllegalCharacterRenameView","testIllegalCharacterRenameView","Verify that Error message appears when is trying to rename a List view with the name that contains invalid special characters"
"passed","Sun Jul 23 05:08:42 GMT 2023","Sun Jul 23 05:08:44 GMT 2023","1857","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewFreestyleProjectWithDuplicateName","testCreateNewFreestyleProjectWithDuplicateName","Check if a new freestyle project can be created using the name of already existing project"
"passed","Sun Jul 23 04:58:16 GMT 2023","Sun Jul 23 04:58:17 GMT 2023","1145","Surefire suite","Surefire test","tests.FooterComponentTest","tests.FooterComponentTest","testFooterLinkJenkinsRedirectToPage","testFooterLinkJenkinsRedirectToPage","Verification that the link redirect to the 'https://www.jenkins.io/'"
"skipped","Sun Jul 23 04:58:05 GMT 2023","Sun Jul 23 04:58:05 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testMultipleSpacesRenameView","testMultipleSpacesRenameView",""
"passed","Sun Jul 23 05:05:40 GMT 2023","Sun Jul 23 05:05:42 GMT 2023","1538","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testAddFolderDescription","testAddFolderDescription","Ensure the ability to add a description to an existing folder through the field 'Description'"
"passed","Sun Jul 23 05:04:59 GMT 2023","Sun Jul 23 05:05:01 GMT 2023","1761","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testRenameFullUserName","testRenameFullUserName","Rename 'Full Name' for User with valid characters and verity that New Full Name is displayed on StatusUserPage and on Header and on Breadcrumbs"
"passed","Sun Jul 23 04:57:41 GMT 2023","Sun Jul 23 04:57:42 GMT 2023","861","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testAddDescription","testAddDescription","Verify if description of 'My views' page is saved"
"passed","Sun Jul 23 05:08:31 GMT 2023","Sun Jul 23 05:08:32 GMT 2023","1544","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateMultiConfigurationProjectWithValidName","testCreateMultiConfigurationProjectWithValidName","Check if multi-configuration project can be created with valid name"
"passed","Sun Jul 23 05:09:48 GMT 2023","Sun Jul 23 05:09:48 GMT 2023","0","Surefire suite","Surefire test","runner.order.OrderForTestsTest","runner.order.OrderForTestsTest","orderMethodsForkUpDepTest","orderMethodsForkUpDepTest",""
"passed","Sun Jul 23 05:04:20 GMT 2023","Sun Jul 23 05:04:22 GMT 2023","1822","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithIncorrectCharactersInName","testCreateUserWithIncorrectCharactersInName","Try to create user with invalid characters in name and verify that error message 'User name must only contain alphanumeric characters, underscore and dash' appeared"
"skipped","Sun Jul 23 04:59:45 GMT 2023","Sun Jul 23 04:59:45 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testBuildGitProjectWithBuildStepsMavenClean","testBuildGitProjectWithBuildStepsMavenClean","Verify if 'target' folder disappears from the 'Workspace' page when Build Steps goal: 'clean' is set. Thus confirming that 'clean' command is succeed. Project sourced from GitHub using Maven."
"passed","Sun Jul 23 05:03:58 GMT 2023","Sun Jul 23 05:04:00 GMT 2023","1909","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithIncorrectCharactersInName","testCreateUserWithIncorrectCharactersInName","Try to create user with invalid characters in name and verify that error message 'User name must only contain alphanumeric characters, underscore and dash' appeared"
"skipped","Sun Jul 23 04:59:45 GMT 2023","Sun Jul 23 04:59:45 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testRenameFreestyleProjectToIncorrectViaSideMenu","testRenameFreestyleProjectToIncorrectViaSideMenu","Verify if error message arrears and contains expected text when attempting to rename an existing project with invalid data"
"skipped","Sun Jul 23 04:59:45 GMT 2023","Sun Jul 23 04:59:45 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testRenameFreestyleProjectToIncorrectViaSideMenu","testRenameFreestyleProjectToIncorrectViaSideMenu","Verify if error message arrears and contains expected text when attempting to rename an existing project with invalid data"
"skipped","Sun Jul 23 04:59:45 GMT 2023","Sun Jul 23 04:59:45 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testFreestyleConfigSideMenu","testFreestyleConfigSideMenu","Verify if all expected lines of the side menu are displayed "
"passed","Sun Jul 23 05:02:47 GMT 2023","Sun Jul 23 05:02:47 GMT 2023","503","Surefire suite","Surefire test","tests.BuildHistoryTest","tests.BuildHistoryTest","testIconLegendExist","testIconLegendExist","Verify that the 'Icon Legend' exist on the 'Build History' page"
"skipped","Sun Jul 23 04:59:45 GMT 2023","Sun Jul 23 04:59:45 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testFreestyleProjectPageIsOpenedFromDashboard","testFreestyleProjectPageIsOpenedFromDashboard","Verify if expected Project is opened from Dashboard, appropriate Status page contains an expected text"
"passed","Sun Jul 23 05:08:21 GMT 2023","Sun Jul 23 05:08:22 GMT 2023","1049","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateFolder","testCreateFolder","Check if a new folder can be created"
"passed","Sun Jul 23 05:06:19 GMT 2023","Sun Jul 23 05:06:23 GMT 2023","3427","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testCreatePipelineInFolderFromCreateJobButton","testCreatePipelineInFolderFromCreateJobButton","Confirm that a 'Pipeline Project' was created within the folder by using the 'Create a job' button"
"passed","Sun Jul 23 05:04:41 GMT 2023","Sun Jul 23 05:04:44 GMT 2023","2751","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testIsEmailPluginInstalledAndEnabled","testIsEmailPluginInstalledAndEnabled","Verify that Email Extension Plugin is installed and enabled"
"passed","Sun Jul 23 04:57:10 GMT 2023","Sun Jul 23 04:57:13 GMT 2023","3229","Surefire suite","Surefire test","tests.PeoplePageTest","tests.PeoplePageTest","testFindUserInThePeopleSection","testFindUserInThePeopleSection","Locate a newly created user within the 'People' section"
"skipped","Sun Jul 23 04:59:45 GMT 2023","Sun Jul 23 04:59:45 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testRenameFreestyleProjectToIncorrectViaSideMenu","testRenameFreestyleProjectToIncorrectViaSideMenu","Verify if error message arrears and contains expected text when attempting to rename an existing project with invalid data"
"passed","Sun Jul 23 05:08:38 GMT 2023","Sun Jul 23 05:08:39 GMT 2023","1293","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateMultibranchPipelineWithExistingName","testCreateMultibranchPipelineWithExistingName","Check if multibranch pipeline can be created with name, that is a name of already existing project"
"passed","Sun Jul 23 05:00:02 GMT 2023","Sun Jul 23 05:00:18 GMT 2023","15935","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testConfigureProjectToBeBuiltAfterBuildingOtherProject","testConfigureProjectToBeBuiltAfterBuildingOtherProject","Configure project to be automatically built after successful building of the other project"
"skipped","Sun Jul 23 04:58:05 GMT 2023","Sun Jul 23 04:58:05 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testIllegalCharacterRenameView","testIllegalCharacterRenameView","Verify that Error message appears when is trying to rename a List view with the name that contains invalid special characters"
"passed","Sun Jul 23 05:02:29 GMT 2023","Sun Jul 23 05:02:30 GMT 2023","532","Surefire suite","Surefire test","tests.HeaderComponentTest","tests.HeaderComponentTest","testCountAndNamesItemsInUserDropdownMenu","testCountAndNamesItemsInUserDropdownMenu","Verify a quantity and titles of User dropdown menu lines"
"skipped","Sun Jul 23 04:58:05 GMT 2023","Sun Jul 23 04:58:05 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testDeleteStatusColumn","testDeleteStatusColumn",""
"skipped","Sun Jul 23 04:59:45 GMT 2023","Sun Jul 23 04:59:45 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testBuildStepsOptions","testBuildStepsOptions","Verify if all expected options are displayed in the 'Add build steps' dropdown of the 'Build Steps' section"
"skipped","Sun Jul 23 04:58:05 GMT 2023","Sun Jul 23 04:58:05 GMT 2023","1","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testMyViewAddFilterBuildQueue","testMyViewAddFilterBuildQueue",""
"passed","Sun Jul 23 05:00:43 GMT 2023","Sun Jul 23 05:00:45 GMT 2023","2320","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamePipelineUsingSpecialCharacter","testRenamePipelineUsingSpecialCharacter","Verify 'Error' page is displayed and '‘<spChar>’ is an unsafe character' error message is displayed if rename pipeline using special character"
"passed","Sun Jul 23 05:01:23 GMT 2023","Sun Jul 23 05:01:25 GMT 2023","2135","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamePipelineUsingSpecialCharacter","testRenamePipelineUsingSpecialCharacter","Verify 'Error' page is displayed and '‘<spChar>’ is an unsafe character' error message is displayed if rename pipeline using special character"
"skipped","Sun Jul 23 04:59:45 GMT 2023","Sun Jul 23 04:59:45 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testRenameFreestyleProjectToIncorrectViaSideMenu","testRenameFreestyleProjectToIncorrectViaSideMenu","Verify if error message arrears and contains expected text when attempting to rename an existing project with invalid data"
"passed","Sun Jul 23 04:57:22 GMT 2023","Sun Jul 23 04:57:24 GMT 2023","2660","Surefire suite","Surefire test","tests.PeoplePageTest","tests.PeoplePageTest","testCreateUserGoingFromPeoplePage","testCreateUserGoingFromPeoplePage","Verify that new user was created going from 'People' page"
"skipped","Sun Jul 23 04:58:05 GMT 2023","Sun Jul 23 04:58:05 GMT 2023","1","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testListViewAddRegexFilterJobNamesContainingNine","testListViewAddRegexFilterJobNamesContainingNine",""
"passed","Sun Jul 23 05:09:36 GMT 2023","Sun Jul 23 05:09:37 GMT 2023","923","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreatePipelineAssertOnBreadcrumbs","testCreatePipelineAssertOnBreadcrumbs","Verify if pipeline project can be created and assert it on breadcrumbs menu"
"passed","Sun Jul 23 05:06:51 GMT 2023","Sun Jul 23 05:06:53 GMT 2023","1989","Surefire suite","Surefire test","tests.MultiConfigurationProjectTest","tests.MultiConfigurationProjectTest","testMultiConfigurationProjectAddDescription","testMultiConfigurationProjectAddDescription","Verify that the multi-configuration project can be description can be added"
"passed","Sun Jul 23 05:01:19 GMT 2023","Sun Jul 23 05:01:22 GMT 2023","2639","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamePipelineUsingSpecialCharacter","testRenamePipelineUsingSpecialCharacter","Verify 'Error' page is displayed and '‘<spChar>’ is an unsafe character' error message is displayed if rename pipeline using special character"
"skipped","Sun Jul 23 04:58:05 GMT 2023","Sun Jul 23 04:58:05 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testListViewAddNewColumn","testListViewAddNewColumn",""
"passed","Sun Jul 23 05:03:15 GMT 2023","Sun Jul 23 05:03:17 GMT 2023","2269","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateNewNodeWithValidNameFromDashboard","testCreateNewNodeWithValidNameFromDashboard","Create New Node by clicking on 'Build Executor Status' on Dashboard"
"passed","Sun Jul 23 05:02:31 GMT 2023","Sun Jul 23 05:02:31 GMT 2023","268","Surefire suite","Surefire test","tests.HeaderComponentTest","tests.HeaderComponentTest","testIsJenkinsNameIconExist","testIsJenkinsNameIconExist","Verify if Jenkins Icon is displayed in the Header"
"passed","Sun Jul 23 05:05:15 GMT 2023","Sun Jul 23 05:05:17 GMT 2023","2543","Surefire suite","Surefire test","tests.MultibranchPipelineTest","tests.MultibranchPipelineTest","testChangeProjectIcon","testChangeProjectIcon","Verify that project icon can be changed"
"skipped","Sun Jul 23 04:58:05 GMT 2023","Sun Jul 23 04:58:05 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testCreateViews","testCreateViews","Verify that Multibranch Pipeline contains expected Views : Global View, List View, My View"
"passed","Sun Jul 23 04:57:51 GMT 2023","Sun Jul 23 04:57:52 GMT 2023","966","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testDeselectJobsFromListView","testDeselectJobsFromListView","Verify that added jobs to list view was removed and notification message was appeared"
"passed","Sun Jul 23 04:58:12 GMT 2023","Sun Jul 23 04:58:14 GMT 2023","2250","Surefire suite","Surefire test","tests.FooterComponentTest","tests.FooterComponentTest","testFooterLinkJenkinsIsClickable","testFooterLinkJenkinsIsClickable","Verification that the link redirect to the 'https://www.jenkins.io/'"
"passed","Sun Jul 23 05:03:27 GMT 2023","Sun Jul 23 05:03:29 GMT 2023","1811","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithEmptyName","testCreateUserWithEmptyName","Try to create user with empty name and verify that error message '"""" is prohibited as a username for security reasons.' appeared"
"skipped","Sun Jul 23 04:59:45 GMT 2023","Sun Jul 23 04:59:45 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testSelectBuildPeriodicallyCheckbox","testSelectBuildPeriodicallyCheckbox","Verify if 'Build Periodically' checkbox in the 'Build Triggers' section is checked"
"passed","Sun Jul 23 05:09:12 GMT 2023","Sun Jul 23 05:09:12 GMT 2023","496","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewItemWithSpecialCharacterName","testCreateNewItemWithSpecialCharacterName","Verify that creating NewItem with special characters is not possible"
"skipped","Sun Jul 23 04:59:45 GMT 2023","Sun Jul 23 04:59:45 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testRenameFreestyleProjectToIncorrectViaSideMenu","testRenameFreestyleProjectToIncorrectViaSideMenu","Verify if error message arrears and contains expected text when attempting to rename an existing project with invalid data"
"passed","Sun Jul 23 04:57:18 GMT 2023","Sun Jul 23 04:57:21 GMT 2023","2712","Surefire suite","Surefire test","tests.PeoplePageTest","tests.PeoplePageTest","testCreateUser","testCreateUser","Verify that new user was created"
"passed","Sun Jul 23 05:06:43 GMT 2023","Sun Jul 23 05:06:45 GMT 2023","1602","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testRenameFolderFromDropDownMenuRename","testRenameFolderFromDropDownMenuRename","Verify that the name of the folder can be changed using the option 'Rename' dropdown menu"
"passed","Sun Jul 23 05:06:07 GMT 2023","Sun Jul 23 05:06:09 GMT 2023","2632","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testCreateFreestyleProjectInFolderNewItem","testCreateFreestyleProjectInFolderNewItem","Verify the ability to create a 'Freestyle project' in the folder using the option 'New Item'"
"skipped","Sun Jul 23 04:59:45 GMT 2023","Sun Jul 23 04:59:45 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testBuildProjectWithPostBuildActionPublishJUnitReport","testBuildProjectWithPostBuildActionPublishJUnitReport","Check if the 'Latest Test Result' link and test result history chart appear on the project Status Page when the 'Publish JUnit test result report' option of the 'Add post-build actions' is used"
"skipped","Sun Jul 23 04:58:05 GMT 2023","Sun Jul 23 04:58:05 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testIllegalCharacterRenameView","testIllegalCharacterRenameView","Verify that Error message appears when is trying to rename a List view with the name that contains invalid special characters"
"skipped","Sun Jul 23 04:59:45 GMT 2023","Sun Jul 23 04:59:45 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testCreateBuildNowOnFreestyleProjectPage","testCreateBuildNowOnFreestyleProjectPage","Verify if the build displayed in the 'Build History' section on the side menu by comparing number of builds before and after current build"
"passed","Sun Jul 23 04:57:25 GMT 2023","Sun Jul 23 04:57:26 GMT 2023","511","Surefire suite","Surefire test","tests.PeoplePageTest","tests.PeoplePageTest","testViewPeoplePage","testViewPeoplePage","Verify the header of the 'People' page"
